"ID","IV"
626,1.4052395698281
87,2.22386435111104
274,2.58883266427338
155,5.0659807109827
180,5.22677084252661
574,7.17682654759069
47,8.2052928913736
625,2.55325955445398
512,2.64254456436227
32,NA
43,2.91243786779619
26,5.61857215317838
589,4.38180462891109
490,2.09945842521114
4,1.71211776445411
302,7.6289514934176
270,2.80810857350201
485,6.36853959930981
283,3.11347122965215
111,5.07660504606565
584,2.27421475718428
114,NA
28,6.26949507798865
167,2.80862071832305
126,NA
505,NA
166,1.79759436017681
452,4.54161143560267
555,NA
207,4.26156617425126
344,NA
375,6.97007357280734
293,4.04795082259394
397,NA
387,4.3041561421554
579,2.49895996036748
267,7.23084450118548
152,4.62781724566076
421,6.51772837843691
469,4.09471445487192
198,1.46664392932227
439,7.72638241609233
532,5.31396689093705
238,3.27456406722585
386,3.37162451454911
84,5.40888184756213
296,6.06438206739896
504,7.78542897882966
30,7.66818601530902
519,4.69071174524776
447,6.45548544959018
528,3.6872162941808
570,2.96914517181319
437,9.31775728428877
361,3.73818496446462
240,2.88966427751872
206,3.53646501244221
96,NA
414,2.82638837211615
438,3.53559146323628
195,3.19749927814478
159,3.63886067915934
335,2.89922186840798
118,6.25080308248943
190,4.52786403039226
58,2.96597288649907
127,NA
401,3.51136601321248
603,3.48050620267777
618,6.91189214144498
630,6.2864879120782
38,7.25880882943436
17,6.74416946686705
517,5.44548627106367
496,5.70360106426864
554,6.68114887242176
20,NA
82,4.19103355241457
40,4.2223429616309
91,NA
146,4.80320511451296
526,NA
187,5.49586523619124
569,6.63731443211929
481,3.24352379956665
395,6.60935536062503
169,5.06586412976061
157,4.80278176158278
538,8.67100046819666
15,3.78088615990811
115,4.26067918970587
79,7.23514277669429
366,5.07981763109145
521,5.9014517010384
170,6.40561136870514
462,4.21554975642622
230,4.2279910895717
631,5.30687927409954
533,3.95173039386304
568,3.57430447736116
179,5.06879059427615
306,5.52929707355608
25,3.76506559369165
494,2.95994493500509
403,3.83594019822678
45,4.39554512910395
235,2.96992593518209
273,3.41971717522886
540,6.37578668161466
587,7.76816933909506
566,7.2818039707871
380,5.39781807033384
63,NA
94,5.87184964085353
42,2.32153272192381
453,NA
345,5.97102215586535
98,1.94578572846124
215,5.23673210347551
77,2.72145234588163
21,NA
56,5.2828577254039
446,3.4800122007172
288,8.13951192112556
194,NA
633,4.92349290781306
636,3.91719591735538
161,4.47473744100091
411,7.89692533726858
208,5.51562534352984
433,NA
355,2.08453950584127
432,5.70873232232939
214,4.18208203052445
72,6.87542418632773
282,4.89285174918428
228,5.405893106821
138,6.03794049831387
199,6.60833389288708
583,7.0028360015197
119,0.961107878859939
59,4.88453243407213
265,4.31866227601964
405,3.99346256137658
279,7.18703200416337
289,NA
480,NA
292,4.99605588642899
197,5.728826964234
144,4.89875967127659
531,2.71233332490728
607,4.78333441909282
323,NA
331,7.17743455866472
443,6.47066396379593
475,4.79507445117516
212,5.39367001507794
404,3.83383589630364
210,1.16111068100968
486,4.40759622123545
556,3.04244234434647
165,4.19895232110073
176,1.75502153681959
104,5.29552625388914
51,6.92475151165927
407,4.04080574926901
495,7.70634324274344
54,4.48238085158104
341,3.39587289209178
349,5.98182030991555
482,6.05988083983078
605,4.46475400168041
491,5.64220415455322
599,2.18181770914115
392,6.66987108530591
258,NA
354,5.06989604147109
311,3.11935193245793
236,1.38504023446902
287,NA
632,4.87015360998873
567,3.31771850403047
95,4.19476983595224
57,3.39508048195056
18,4.86932411272948
123,3.9218776304854
116,6.79736370080492
264,6.04472628339891
558,7.46994719552523
106,3.55880552250372
509,6.78383302598189
601,NA
518,6.12859648055753
11,5.44791266740664
10,6.6871315395807
121,4.11404635184935
60,NA
148,6.05461049771309
102,7.14703899885095
431,4.53615597049956
216,3.88890976386987
143,5.07352164886007
75,10.0196204232575
492,6.7247737427001
436,4.24520814010163
249,7.64576669188808
440,5.54151291489526
445,NA
557,5.50446445827806
467,NA
536,2.82942230381081
474,3.940688319122
476,4.43757122492353
477,NA
418,4.60671112143205
617,NA
435,3.82668064279675
85,5.09977122595667
628,7.85710212392064
22,3.11721852955214
615,4.47846314054888
604,2.32095675780803
466,5.35050768002306
174,6.96268193702216
209,7.765690773853
376,2.79425500154423
442,4.6149658639546
86,NA
304,7.93627363242534
31,NA
597,6.54912319656103
483,3.82187025215415
134,8.24150813012417
391,4.60851381805648
458,3.27770169549952
309,1.65495834978278
596,7.55811104395541
357,5.49742784806435
390,8.17425626327891
588,NA
497,3.70826989317727
142,2.52044000173399
573,6.16037105004433
130,6.28100861029413
97,5.96141000306458
137,6.70368701519867
90,7.89057171834659
457,7.25474418859047
147,2.99120476369315
110,8.65623090696407
613,3.473000924989
139,3.62922005882156
232,5.25058899890421
455,7.29324081013138
226,0.66598206135888
251,NA
595,5.178009019863
590,4.6671345143853
373,NA
427,3.87434278481685
266,4.72176641907548
611,5.72745690376155
237,3.74426088789228
465,7.20367631503992
529,0.189285572394649
29,2.54635079352357
217,8.5058894543618
585,4.60412768742513
71,2.51048360127004
132,NA
612,NA
369,2.47424372388066
245,3.62315053355183
291,2.27533520259636
420,5.24399433976143
503,6.84485656887789
460,3.25099352011297
5,4.43178635408921
406,5.93023918871352
173,6.04654426476135
451,9.53340789788168
48,2.50395803641037
183,6.28190667423711
19,4.65263959275836
499,NA
275,4.92390577436044
620,6.40598422501482
545,3.92295616462319
340,NA
332,6.43336210850017
239,2.66535212970374
560,4.56784335109994
244,2.67771912937525
454,6.48584556326115
81,9.54641846553319
464,5.36385244425438
93,3.61695354412072
193,4.2482683596118
3,3.542890922387
200,2.25911303105818
393,7.83508756355269
571,1.50485434671302
348,4.88447685190984
329,3.19954278942235
88,6.84250197069225
213,NA
220,4.78694569890943
358,4.65044107198604
74,8.1116489480794
347,7.88266009095099
430,2.77250400147067
547,6.24597956674124
343,4.05963997858565
276,5.92412198111214
314,3.16062858156674
6,NA
227,2.17435840597747
253,5.77817285795759
606,2.25296203012025
280,6.83289575348086
308,5.32331355778448
277,NA
525,NA
502,6.33679672730053
260,6.90614707440845
89,4.75674106783995
399,NA
434,4.03238584007051
591,NA
252,4.28047808642787
398,0.0479643651647077
324,6.75662428688767
141,1.91234810473711
62,4.15073225427046
259,6.64547964178515
247,4.00484817000049
553,NA
310,5.20669718283895
69,0.234030299162414
360,3.20074696350024
39,5.18482162184659
83,5.21285358114677
145,3.91756547619589
61,6.05139038216463
268,8.08840557166061
374,2.75158498345029
149,4.68719430990115
600,5.27266030828774
163,4.52780678534981
339,9.29178466726565
614,2.60341105204489
506,5.30193965869425
530,6.2406436536028
128,4.01568190536173
417,7.5019915637045
459,4.98994195830332
2,4.29921936995179
619,2.85930056491753
109,4.43281014260595
272,7.46078502140571
353,1.30057734381585
70,NA
241,3.31483723502542
133,6.61074967997053
444,5.74515615052154
624,NA
76,7.37956681613391
565,4.29103828508144
598,NA
337,4.34104842524624
160,4.54514289703854
359,5.36574648015802
250,2.8173646498528
68,5.70307401359717
301,6.49746008624307
544,8.06801994355958
388,8.40593512063915
7,6.70621843216317
261,NA
246,3.9088099987163
450,1.75339774420532
189,5.38642257153778
508,4.86097916833709
178,7.64669482912924
205,NA
34,3.08918913947124
546,7.56931782778236
609,7.0944649997172
479,3.4040338109992
150,NA
295,7.70044299250969
27,NA
342,3.83474754006905
108,2.4037690958891
294,6.7234840281782
16,6.35255794501261
576,NA
67,4.31185037016953
575,5.58003764705114
513,7.9910084514193
78,4.50766986852349
36,5.71156045970542
472,2.63897804449619
35,NA
184,8.53067827353085
511,NA
507,3.84513072909835
537,3.87639258178089
158,5.41020906890911
413,3.86327250076261
44,NA
120,2.61225112188754
162,NA
316,6.40036126453307
394,2.33738149621183
364,6.5828595005296
188,3.83615342148648
281,5.28957535208073
255,6.53477680116164
441,3.93499210118826
175,6.02541556168201
593,2.90008788167135
551,6.59815813900973
488,5.87065160063586
312,6.05990907635816
248,5.15008439224868
478,10.7705481699482
333,4.70533587285775
153,5.0622283279349
242,4.3679937929995
350,3.81349934808144
243,0.815750819543359
542,5.54116881017857
523,NA
352,3.24610798303768
24,6.65628960835375
196,6.59160448259342
297,NA
449,5.0514509798046
501,4.02079632911549
572,6.00957577336333
552,3.32471829978014
33,1.56386407051653
317,NA
307,0.264834304873319
377,8.03371973443697
303,NA
80,3.20935070516861
336,2.79676575031108
322,7.07385894335192
416,1.92022008871103
561,7.33303942132623
415,4.00510661007264
140,4.42045341592785
185,4.16622235674998
424,3.93291401713152
229,3.05156256486753
325,1.38449883656799
383,1.93144950740776
622,6.34231027278403
489,3.31085141471075
66,NA
385,7.94447329059528
473,NA
396,3.00432688786334
201,5.98856319438572
99,6.9991157444424
202,6.96198880233947
410,8.57820794223802
65,NA
233,1.57568655056187
516,8.69744749095371
334,2.70554867907571
257,5.62558355577989
223,3.52076076673046
461,1.16055328901077
224,NA
534,5.63696265081876
234,4.09323738494413
211,5.90378708938954
351,5.72428844255792
122,1.31358087220592
346,1.88694925932688
520,NA
1,NA
564,5.36785559317672
41,3.39597707726491
92,NA
50,2.89386312992089
55,4.16637899415768
581,7.87917510718852
49,NA
412,5.13983676595482
182,4.69836710024427
549,5.46652395069107
129,3.43218950665998
225,2.11477133854344
305,4.83169658222912
290,5.23457945701359
222,4.10896310914233
254,2.7778615973606
368,NA
271,5.95791934743349
635,3.16206738992061
284,5.13498629270938
278,8.57542166811803
192,NA
627,2.91521211493655
463,7.07149239624702
616,4.64174040354513
370,9.29966400463841
487,8.12127622451884
23,3.57747665410231
37,3.22532516116895
592,4.58947645525687
256,5.52715357185429
409,3.20377715183151
425,6.52353612877051
363,8.28240517264107
634,5.89866248762181
321,1.18367778349461
514,6.85516751005912
101,4.96868120690601
562,4.53703747426053
326,7.81007556257931
510,4.7743593322104
586,5.7012752283191
484,4.5612213290098
53,7.17901429097946
107,6.32346416007957
356,4.88504527171079
219,5.70357738178267
46,3.08155855553996
362,3.72631360445318
313,NA
577,2.95161549779707
73,10.4550554256785
191,5.55009142138334
218,5.84594639066579
498,NA
136,2.91347958888845
448,4.99537654457343
154,NA
541,5.40668457789176
113,2.20249535787995
9,5.33855624880559
286,3.77919328091296
13,4.7913007252591
608,4.75995479893157
402,6.02832557025954
338,9.66139897185931
522,4.02527399118633
559,5.48540288522293
629,5.83642835952374
621,6.59246189644355
171,6.26735468469564
204,4.07720037466283
52,8.82161356766662
429,7.51520701065178
456,6.43821627861365
426,5.35426056527903
327,7.61479257018865
285,4.96191953967277
181,3.94942934663142
550,3.28895960802221
578,NA
262,3.77128524323806
548,5.08155167665388
112,0.739587208193715
12,2.44393887485494
263,6.25777589844337
471,8.44764274874371
315,7.54122940490608
135,5.10981752463866
365,NA
419,5.59311350508809
543,3.49413860201892
103,3.96489386721566
64,3.48512578154955
124,NA
298,6.79207798403843
320,4.0820460104264
378,3.4614825604392
319,5.77752386191941
594,8.34985332772435
524,5.12949049295031
382,5.19586547914998
231,4.73876358407092
470,4.22853006741649
269,6.28585334663862
389,5.67254217809085
563,7.93503667335436
125,4.63576645151722
422,4.12717030233366
328,5.78170026762034
428,1.40900047206714
299,6.15981440872436
100,3.82873800344277
379,NA
14,7.5450183889449
371,4.95862228438829
330,4.05362441567626
318,5.90171810525619
117,3.19798357597778
535,6.05389821281988
156,6.27168587404356
500,7.7893964378877
367,7.17361146682935
539,6.39980817279081
602,NA
221,NA
408,4.81150216300657
177,3.58600670350373
186,6.51393606885536
580,NA
527,5.23418202325606
582,1.94673729032953
203,NA
610,6.74314041858803
300,7.47673589603393
400,8.58560532512583
8,2.24401277107703
493,7.82360981692696
623,5.34447854530332
468,6.10144251884147
515,5.29776024614175
164,6.66658929070406
372,8.10733575955398
151,3.52158249032345
384,3.31852068144162
105,5.83765235796946
423,7.00550682395789
131,7.26314938927782
381,4.91919214589179
168,3.81696344725307
172,1.7089162590382
