"ID","x","y"
1,3.08151095360518,52.2578427404986
2,4.69242062233388,80.8006223437913
3,2.8211273914203,51.5210606460091
4,2.50942751951516,51.4557216479474
5,1.45888269599527,43.7211706507653
6,2.61473987903446,53.3087149396852
7,3.03842440992594,55.9202002009524
8,4.76442761905491,86.7097656393943
9,2.0308576785028,48.8185753658771
10,1.07503481395543,22.1027511492478
11,4.50701395701617,77.0707733500168
12,3.44517615437508,63.4801484384663
13,1.33851824887097,35.3609414852837
14,3.16287340782583,50.9704609565527
15,1.4608366265893,40.9905016245145
16,4.22124626114964,70.787801170798
17,3.72421481367201,72.3899187538759
18,3.78658770304173,71.4364363597949
19,3.23720940761268,67.9372049778503
20,3.0993375601247,56.5398890762219
21,1.00672609731555,26.9013145555119
22,2.37229395378381,56.8448011926628
23,4.56694788392633,73.9667094091269
24,4.31711951643229,71.3429356692888
25,1.80565046519041,45.2922759442541
26,1.99003863334656,34.9365485530024
27,3.8793220538646,68.2189051668201
28,3.59285004809499,56.3072232966192
29,1.30798892769963,42.8266963700981
30,4.79470414388925,80.8989891459096
31,2.78622659854591,49.0290226260451
32,2.82220420148224,59.6006611659133
33,3.1307680029422,53.7243972412263
34,2.25391528941691,42.5339744172159
35,4.77297650277615,78.8077740095195
36,2.09530927147716,46.2142118192429
37,4.53870325628668,76.0906095730299
38,2.17936526425183,51.2598616964587
39,1.69389282073826,43.1956704018592
40,2.32068616524339,47.0377784231627
41,3.07757871318609,51.8467809823566
42,4.7939196517691,74.8546012966411
43,4.71667051780969,76.4565130892339
44,2.09595054294914,43.8921589145881
45,3.44704608805478,66.4692723309392
46,4.04100526124239,73.3310133886692
47,1.980015094392,45.0784003902552
48,2.39419149979949,54.7150199513643
49,4.87227072566748,81.1842004265828
50,3.67695051152259,65.3538533527447
51,3.04922625143081,49.6845451832507
52,1.9891964988783,59.465592861657
53,2.83211065363139,58.756927357818
54,2.72070746682584,46.2796174615159
55,2.93335262220353,54.1922702084995
56,2.87346216104925,52.4328139832142
57,3.62246244028211,63.2192367736981
58,3.20010379236192,47.3160967306967
59,3.07996259629726,48.463861453673
60,2.20583937503397,41.7656249035228
61,1.03023947123438,37.4594382114736
62,2.51834745705128,51.9764414245623
63,4.48526943475008,73.0489141768506
64,1.28108495287597,43.2330438677937
65,2.75621395651251,60.9570376975255
66,1.38927589263767,42.9860225506734
67,4.98010100051761,71.1898968086073
68,3.57634406443685,64.8556125320845
69,1.46219340059906,49.7253163311153
70,1.02600098960102,36.6949482530868
71,2.67435467801988,57.3298461144009
72,2.3116335272789,50.5380505032696
73,4.72506835963577,75.6273504553749
74,2.47044364735484,44.6030495465105
75,3.89510013628751,69.1949895541051
76,4.47939459048212,73.2671688440379
77,2.65587918553501,54.5894461728025
78,3.5500648310408,63.1369340994972
79,3.83689803536981,70.5234849206465
80,2.91339337080717,53.0438179711165
81,3.04391683265567,47.0065557918642
82,4.55050730798393,73.4084327753833
83,3.9729795511812,66.8774730331234
84,3.33229694049805,60.1538055041928
85,4.20134266279638,69.5619102904996
86,3.26268821954727,52.1918738240729
87,4.84801491815597,77.7253525384492
88,4.9640568299219,81.5245874176775
89,4.54684151802212,76.5588887987132
90,4.9602038981393,85.5712498245918
91,1.48508686665446,53.5350022304377
92,2.89915052335709,49.7720653774669
93,3.19175263401121,53.5133052697472
94,3.49396178871393,59.0341266812149
95,4.786128455773,76.4388230085908
96,1.93552372418344,39.1619760808849
97,3.22385826986283,60.789854720885
98,1.42043408472091,37.3519597443169
